elevation,aspect,tpi,distance_to_river,rain_3d,rain_7d,rain_30d,api,ndvi,ndwi,lon,lat,landuse,rain_ratio_3d_30d,rain_ratio_7d_30d,rain_intensity,valley_risk,elev_rain,aspect_rain,ndvi_elev,log_dist_river,lu_Built-up,lu_Cropland,lu_Grassland,lu_Moss and Lichen,lu_Permanent water bodies,lu_Trees,threatened_people,threatened_households,threatened_property,exposure_index,label
0.5409716117650053,-0.3347738332435256,-1.5126747399662237,-1.4167938056894904,0.18689341534808343,0.804020393185433,2.303656283871755,1.480182219961544,-1.726640272000934,1.4563571086185076,-1.1884282905431,0.4116008506939277,0.17087713393306267,-0.13033529252419357,-0.06133899332637364,0.011697418686950461,-0.3587742898366524,0.94253462617801,-0.5392898487562359,-1.5391512141566968,-2.614494998813094,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0
0.6691522753734672,0.7513773216166019,-1.3325538281917748,-0.6660786706847445,-0.6929111180185081,-1.1165076146702078,1.6580951880116879,-0.700056044985968,-1.2161470619129324,0.7339749171025716,-1.338832975875666,0.07015716940560096,0.17087713393306267,-0.35082923791476417,-0.4187322921219584,-0.10626354251583307,-0.26251764323684673,-1.0317498172886284,0.34889728674128523,-0.9242050056453484,-0.100391494104189,False,False,True,False,False,False,24.0,7.0,550.0,0.00642,1
1.2442148612065413,-0.04684773591766238,-0.0895502184766838,-0.6660786706847445,0.2232329621868053,0.48572532775056393,-0.3025775913600808,0.00048773649709720894,-1.3282310281853458,1.3194410096436873,-1.2951541241220261,-0.3571424933611576,0.17087713393306267,0.24948920831224203,0.36084441123509525,0.04097139463350258,-0.2834678225522592,1.3546477975108484,-0.7209736084329817,-0.921425326630921,-0.100391494104189,False,False,True,False,False,False,21.0,5.0,130.0,0.0035800000000000003,1
-1.20241504942872,0.4187835476439918,-1.3073875957622545,-1.096574800969828,-0.6929111180185081,-0.3259309680727844,-0.0817697241913966,-0.2842786165310097,-0.6943780141134321,1.2658119550403282,1.1748289440495436,0.46630530837073936,2.067078865609903,-0.35082923791476417,-0.08035976639507428,-0.10626354251583307,3.1805248885892063,-1.0317498172886284,0.34889728674128523,-1.1157658945110023,-2.614494998813094,False,False,False,False,False,False,0.0,0.0,80.0,0.0004,1
-1.2663108922990616,-1.5102603413971467,0.9279292366326188,-0.6660786706847445,1.3242715248801058,2.6592304936297455,2.373428907014718,2.025369283143858,-2.0847311710427125,2.0674446619945908,1.0518561768031462,-0.4635538932501595,0.17087713393306267,0.1464891557352933,0.2724720375290173,0.03130404197369375,-0.30061690954419,0.2762622472396751,1.5448977871052778,-1.9463344415069685,-0.100391494104189,False,False,True,False,False,False,13.0,3.0,60.0,0.00209,1
-0.37409257730956447,-1.1643628164656323,-0.285360862794596,-0.235582540399661,-0.6929111180185081,0.47839645231378075,0.4479506377613041,0.6318933581034056,-0.2825024040096692,-0.0339894675792174,0.9524027912708167,1.1091845429334741,-1.0932573538514976,-0.35082923791476417,0.11097984256137362,-0.10626354251583307,-0.2906269342550801,-1.0317498172886284,0.34889728674128523,-0.40757279468337493,0.28285961545556737,False,False,False,False,False,True,9.0,4.0,20.0,0.0018200000000000002,1
0.9189739210256513,0.2291263556324805,-0.3599472720690739,-0.147439503266064,0.2575137859483148,-0.021483297437255227,-0.689032911280402,-0.2765209178529242,1.0026685180055463,-0.9882809008299025,-0.1726155005232865,-0.0363481265392581,-1.0932573538514976,0.46799164842861823,0.2817709587559088,0.11723093494545307,-0.2910305015803023,1.206036733294713,-0.758371582497804,1.9256228800903787,0.33689564954088375,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0
-0.3021537996126777,-0.6928173438279533,-1.2909405203561324,-0.7552450715604642,-0.018573256167617992,-0.039131107298194724,0.2238521453726623,0.09822748902654467,1.4500280660144074,-1.4361867106821495,1.3785099698982337,1.4790742315641054,0.8029443778253428,-0.01762678934609706,-0.023444476385450726,0.05490593406833617,-0.2534336119017551,0.34616719005421315,-0.06825263635752328,1.1504012833776727,-0.2281476015392642,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0
0.23233705865985926,0.019671018876859642,-1.1930114083792587,-0.6660786706847445,1.9283993465011242,2.363245528976672,0.7189027885030342,2.071292355368437,-0.06451840712076373,0.06992154159982861,-0.11940903254366143,-0.33205586799869824,1.435011621717623,0.7011233110914811,0.6181785412106836,0.08771012525697541,-0.2648695581422659,1.5046791479667714,-2.7476578808675884,0.1578140696047338,-0.100391494104189,True,False,False,False,False,False,21.0,7.0,180.0,0.00433,1
-1.797227259421718,0.8578073292878371,-2.4065792041632754,-1.096574800969828,0.3845885515991029,-0.30547277978137183,-0.8368225109091955,-0.2932931812236687,-0.37077151664124963,0.37273502634008954,1.189836549523968,-0.027983914429885418,0.17087713393306267,0.7045118729020836,0.1711026621911268,0.23583434298519854,4.866418446531606,-0.2618524414598238,-0.32818739405316144,-1.2380603686503187,-2.614494998813094,False,False,True,False,False,False,22.0,7.0,140.0,0.00421,1
