lat,lon,event_date,elevation,slope,aspect,ndvi,ndwi,landuse,distance_to_river,tpi,rain_3d,rain_7d,rain_30d,api,label,source_flag
-52.52722729417373,113.28156169559611,,522.625322783738,1.6894264322427972,250.43047765881695,0.4041562792633555,0.05574705280918699,3,1.8161584249980915,0.35215976323623555,49.803151199260405,75.23924586018332,122.0561278096325,15.047849172036663,0,模拟
7.312556584246352,134.5314936478842,,33.82883465548832,4.758744181404742,150.61800157677774,0.5587928267997865,0.08402168599640815,2,13.30792173419773,0.5387409256759493,34.40723301001431,49.65322971750296,85.04092894913313,9.930645943500593,0,模拟
-27.285119911975947,-109.80892803589587,,568.5989084410157,0.0,232.90081500142995,0.06922420750031828,-0.07499349137782522,4,10.454492052328948,-0.8650769226341175,20.268071681018917,31.369085027075002,50.6815942500358,6.273817005415001,0,模拟
-39.13257009366153,-160.33160879964998,,481.64346866629353,18.55553645838525,257.822595704315,0.5604098222199035,0.011620171909580942,3,5.455532228436316,-0.2909867411001344,57.92328941717439,75.10685268850386,116.07975772138924,15.021370537700774,0,模拟
-6.1567652852963235,-106.7498127008655,,17.631558071279244,12.399984971675188,205.955934109785,0.19758615852018083,-0.002641499908704573,4,5.784131740288517,0.5076500985507231,16.818047848273366,36.89144953766181,91.03880453292811,7.378289907532363,0,模拟
-11.503161401876042,12.836375765128281,,465.5848627626263,17.83254563352954,293.19091099728297,0.6914247052379533,0.13108827266886963,1,3.0301312728929015,-1.06118769724083,5.560331412113799,28.064384532445565,76.86918522439798,5.612876906489113,0,模拟
-2.3296107208022363,162.7998428511341,,325.76956797486173,20.274273099065834,271.5416398926778,0.09836857490453217,-0.046000206411180584,4,1.258601330392332,-1.0858074135065343,106.79449414627271,129.35917056007233,179.1373936296618,25.87183411201447,0,模拟
7.378150555142852,168.50749732226404,,584.2889963495297,19.77355598630644,72.8863861099793,0.506813255569935,0.1135046561869691,8,6.397805383139268,1.2968796713609954,35.889643313716824,57.377080575188515,75.54585927279366,11.475416115037703,0,模拟
5.123529978989822,86.67670239151357,2010-02-05 08:10:07,431.90458808944913,41.31578451539524,176.1107464730216,0.30620254527834523,0.02081417632826401,2,4.438209026916088,0.003275907102981825,24.50160843522736,117.83147832947637,233.48558406318313,47.13259133179055,1,模拟
-47.829500586094014,30.136891583291032,,86.35900862443208,16.334236202835623,286.6680669483589,0.5478823910007813,-0.06498537937817882,2,0.38103654743648807,0.8667179952095518,18.34258587268012,25.178056474795824,42.503003130686324,5.035611294959165,0,模拟
-49.38089975376966,157.01571869788114,2015-05-15 13:10:42,1134.5314877341825,28.198191686271308,36.190929129060926,0.13075594279127126,-0.012636599805613864,4,4.377963466869281,0.6843025841384672,66.52191335808509,98.92669107107815,289.5722366185653,39.57067642843126,1,模拟
